State Name,Year,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Speed Limit (km/h),Driver Age,Driver Gender,Accident Location Details,Time_of_Day_Numerical,Alcohol Involvement_Yes
Arunachal Pradesh,2022,5,3,2,1,2,1,5,2,6,5,2,70,63,1,1,31080,0
Punjab,2022,5,7,1,2,4,4,3,7,4,6,4,88,34,1,7,1440,1
Arunachal Pradesh,2018,5,5,1,2,1,1,1,4,4,1,1,102,43,2,7,46320,0
Meghalaya,2020,5,6,1,5,8,6,0,7,4,5,3,39,65,1,7,16080,1
Puducherry,2020,5,5,1,3,4,8,3,1,6,5,4,89,34,2,1,65220,1
Delhi,2023,5,2,1,5,8,10,3,7,5,1,2,73,68,2,1,64680,0
Delhi,2022,5,6,0,3,6,10,3,7,6,5,2,70,39,2,1,44400,0
Punjab,2021,5,3,2,1,6,0,2,1,4,6,4,103,67,2,8,23940,1
Bihar,2019,5,6,0,5,2,9,4,7,6,2,1,102,34,2,4,8700,1
West Bengal,2018,5,7,2,5,1,5,1,1,4,1,3,98,49,2,1,11220,0
Andhra Pradesh,2021,5,1,2,1,6,1,2,7,6,5,4,104,65,1,8,29220,1
Rajasthan,2019,5,5,1,1,4,1,2,1,6,5,3,45,26,2,1,43860,1
Kerala,2021,5,4,1,2,6,3,1,1,6,6,4,108,57,2,4,60900,1
Himachal Pradesh,2019,5,3,0,1,7,4,1,2,6,5,1,55,59,2,7,56100,1
Manipur,2019,5,4,2,5,4,8,0,7,6,5,1,90,41,2,4,45600,1
Arunachal Pradesh,2023,5,7,1,1,7,3,4,2,6,1,3,84,25,1,4,72000,1
Andhra Pradesh,2020,5,1,1,2,1,9,0,7,6,5,2,104,37,2,1,25980,0
Manipur,2022,5,5,1,4,7,1,1,7,5,1,2,104,45,2,8,4200,0
Tripura,2021,5,1,2,4,2,9,0,7,5,1,1,87,64,2,7,2220,0
Puducherry,2023,5,2,1,2,1,9,1,1,6,1,4,37,40,2,8,0,1
Mizoram,2021,5,7,1,3,8,3,2,7,5,1,3,35,27,2,7,5820,0
Meghalaya,2022,5,5,0,1,7,7,4,1,4,2,4,31,56,2,1,70860,1
Manipur,2023,5,4,1,1,1,7,1,7,5,5,1,56,63,1,7,53880,1
Meghalaya,2019,5,6,1,4,8,10,0,7,4,5,4,112,47,1,1,32520,0
Chandigarh,2021,5,7,0,2,7,0,5,7,6,5,1,89,32,2,7,59280,1
Maharashtra,2023,5,5,2,2,8,5,3,2,5,5,1,30,31,2,1,11040,1
Karnataka,2022,5,6,1,4,7,2,3,4,6,5,4,98,21,2,7,75900,1
Haryana,2018,5,7,1,1,8,2,3,4,5,1,4,67,38,1,4,78360,1
Puducherry,2022,5,1,2,4,4,10,2,7,5,6,2,109,27,1,8,16440,0
Puducherry,2022,5,6,0,4,6,5,3,4,6,1,4,111,35,1,7,57060,0
Haryana,2021,5,4,2,3,1,4,1,1,4,1,4,36,55,2,8,39240,0
Jharkhand,2019,5,2,1,5,7,8,0,7,6,6,4,99,42,1,8,63720,1
Karnataka,2021,5,5,1,3,7,10,2,4,6,1,4,80,69,1,7,21900,1
Manipur,2021,5,6,0,5,6,4,5,7,4,5,3,90,27,2,4,36900,1
Manipur,2019,5,5,0,1,7,0,0,7,6,6,1,38,46,2,7,74400,0
Odisha,2018,5,7,0,2,7,0,2,2,6,1,1,64,60,1,7,27000,0
West Bengal,2018,5,7,2,5,2,6,0,7,5,2,1,81,25,1,8,29640,1
Kerala,2018,5,5,0,1,1,4,4,2,6,1,1,47,27,2,4,3900,1
Jammu and Kashmir,2018,5,3,2,5,7,7,2,2,6,6,2,37,61,1,1,50460,1
Delhi,2018,5,6,1,1,7,2,1,1,4,1,2,111,56,1,1,37800,1
Tamil Nadu,2021,5,6,2,1,1,0,0,7,5,6,3,111,25,1,7,61020,1
Haryana,2023,5,2,0,1,7,0,2,2,5,2,3,80,54,1,7,60780,1
Nagaland,2020,5,2,0,2,8,7,3,1,5,2,2,34,19,1,1,18780,0
Maharashtra,2022,5,5,1,1,8,8,5,2,6,5,3,94,25,1,8,69540,1
Himachal Pradesh,2020,5,2,2,1,2,8,4,2,5,2,1,94,61,2,8,55140,1
Himachal Pradesh,2022,5,6,2,3,7,4,4,7,5,1,2,69,45,1,4,24240,0
Chhattisgarh,2019,5,7,1,2,7,8,2,1,6,6,3,36,24,1,8,1680,1
Puducherry,2018,5,5,1,3,6,2,4,7,5,1,1,117,52,2,4,79320,0
Gujarat,2022,5,7,0,1,7,10,0,1,6,1,2,120,46,1,4,25860,1
Chandigarh,2023,5,2,1,5,7,1,4,2,6,6,2,115,44,1,1,32340,1
Haryana,2018,5,2,2,4,4,2,1,2,6,5,2,66,36,2,4,6180,1
Karnataka,2019,5,6,0,4,8,0,5,2,4,5,3,90,69,1,1,79500,0
Jammu and Kashmir,2020,5,5,2,5,7,7,3,4,4,5,2,49,47,2,4,72900,0
Rajasthan,2019,5,6,1,5,6,9,0,4,5,1,2,101,18,2,4,25080,1
West Bengal,2021,5,6,1,2,8,4,4,4,4,1,4,89,31,1,8,40140,1
Punjab,2021,5,2,0,4,7,2,0,2,4,6,4,45,36,1,1,62640,1
Maharashtra,2022,5,1,1,2,2,10,2,1,4,5,4,90,39,2,4,82260,1
Sikkim,2022,5,3,1,5,6,1,0,2,5,1,3,61,64,1,1,76020,0
Jharkhand,2023,5,2,0,4,4,6,4,4,6,2,2,47,20,1,7,9120,0
Puducherry,2020,5,1,2,1,7,8,0,4,6,5,3,116,52,1,4,69120,0
Tamil Nadu,2023,5,1,0,4,2,5,2,7,6,1,1,47,27,1,7,58140,0
Madhya Pradesh,2020,5,1,0,4,6,9,4,2,4,1,2,43,56,2,1,63420,0
Odisha,2022,5,4,0,2,7,6,3,2,6,2,1,65,37,1,8,52200,0
Kerala,2020,5,6,0,1,8,7,1,7,5,5,4,82,41,1,1,42480,0
Chandigarh,2018,5,6,2,1,1,1,3,7,6,1,1,47,59,2,4,27420,0
Sikkim,2023,5,6,2,3,4,7,1,7,6,1,3,95,18,1,7,13440,1
Uttar Pradesh,2021,5,3,0,3,2,7,3,7,6,5,1,64,46,2,7,62220,0
Sikkim,2023,5,6,1,3,7,6,3,2,6,6,2,47,68,1,7,10680,1
Uttarakhand,2023,5,7,1,4,6,2,2,7,6,5,4,77,41,1,7,30060,0
Chhattisgarh,2020,5,1,0,3,6,1,4,2,6,2,3,35,55,2,1,46800,0
Karnataka,2019,5,6,2,2,8,9,1,4,6,6,2,54,29,1,4,43380,0
Telangana,2020,5,7,2,2,6,0,5,7,6,2,1,64,62,2,7,52380,0
Chhattisgarh,2018,5,4,1,4,4,9,2,2,4,5,2,56,39,2,1,84060,1
Himachal Pradesh,2021,5,6,0,1,6,3,1,2,6,6,3,96,32,1,4,37800,0
Odisha,2020,5,3,0,2,6,7,1,4,6,1,1,38,53,1,4,4200,0
Arunachal Pradesh,2018,5,6,2,5,1,0,4,7,5,5,3,120,47,2,8,47400,0
Delhi,2022,5,5,0,3,4,2,1,7,6,5,1,34,55,1,4,0,1
Jammu and Kashmir,2022,5,5,0,1,1,2,1,7,4,5,4,53,22,2,1,62460,0
Kerala,2023,5,2,2,4,7,0,5,1,6,1,1,37,33,1,4,900,0
Himachal Pradesh,2021,5,2,1,5,8,3,3,4,6,6,1,42,26,2,1,58920,1
Tamil Nadu,2022,5,7,2,4,8,3,5,7,4,1,1,53,28,1,7,60480,1
Arunachal Pradesh,2020,5,7,1,3,2,0,5,7,6,6,3,35,58,2,4,12480,1
Maharashtra,2022,5,7,1,5,7,1,3,4,4,2,4,68,33,1,1,81360,0
Goa,2021,5,3,0,5,7,10,5,1,6,2,4,110,54,1,8,77580,0
Delhi,2018,5,3,2,4,2,10,5,7,5,6,1,113,49,2,7,59820,0
Telangana,2020,5,4,0,5,8,3,3,4,5,1,3,43,28,1,4,85440,1
Uttar Pradesh,2022,5,6,0,5,4,5,0,2,5,1,4,43,64,1,8,69480,0
Punjab,2019,5,3,0,4,7,0,3,7,4,1,3,102,61,2,7,4920,0
Gujarat,2022,5,2,1,1,7,9,0,7,4,5,1,89,37,2,7,48780,1
Nagaland,2020,5,2,2,4,2,0,2,7,5,1,1,101,50,1,7,6480,1
Uttarakhand,2020,5,2,2,2,7,8,1,7,6,5,1,45,62,1,4,28740,1
Chandigarh,2018,5,5,1,1,1,5,1,2,6,5,3,82,49,1,1,67620,0
Meghalaya,2019,5,6,2,3,7,6,1,2,4,5,3,104,22,2,8,32880,1
Karnataka,2022,5,5,1,4,4,5,5,7,6,1,2,41,45,2,8,27900,1
Meghalaya,2023,5,2,1,2,6,8,5,7,6,2,2,109,21,2,4,84840,1
Haryana,2019,5,2,1,2,2,6,5,1,6,5,4,49,51,2,4,45660,1
Gujarat,2023,5,5,1,5,2,2,4,2,5,2,3,31,18,2,8,79740,1
Sikkim,2022,5,2,1,2,2,8,4,7,5,1,3,31,49,1,1,19200,0
Jharkhand,2019,5,5,1,4,8,10,0,4,5,5,2,40,63,1,8,5580,0
Goa,2021,5,5,0,4,2,1,0,1,6,6,1,39,33,1,1,21780,0
Telangana,2022,5,4,1,4,7,4,3,7,6,5,3,31,50,1,4,32160,1
Telangana,2022,5,3,0,5,7,4,5,7,4,5,3,113,46,2,4,29160,0
Haryana,2019,5,7,0,3,6,3,0,7,6,1,4,90,48,2,7,34740,0
Puducherry,2021,5,7,2,3,6,10,3,7,5,1,3,67,55,2,1,6420,0
Goa,2018,5,6,2,2,6,7,5,7,6,5,2,117,39,1,8,43620,1
Gujarat,2021,5,5,0,5,4,2,3,1,5,1,3,118,35,2,4,8820,0
Haryana,2022,5,7,0,5,7,9,2,7,6,6,1,92,67,2,8,42120,0
Puducherry,2020,5,6,2,1,1,1,0,1,4,6,2,95,31,1,8,78720,1
Jharkhand,2021,5,3,1,1,1,3,0,7,6,5,4,95,19,2,1,74340,0
Goa,2019,5,5,1,1,1,6,5,1,5,6,2,78,36,1,8,51240,0
Bihar,2018,5,7,0,3,7,1,2,7,5,5,3,65,40,1,1,57240,0
Jammu and Kashmir,2023,5,1,1,5,7,2,1,2,6,2,4,52,50,1,4,360,1
Jammu and Kashmir,2023,5,5,1,2,1,4,1,2,5,1,2,61,29,1,4,51000,1
Madhya Pradesh,2023,5,5,2,2,2,3,0,1,5,2,2,85,23,2,8,26280,0
Arunachal Pradesh,2019,5,6,2,5,4,9,2,7,4,6,1,119,44,1,1,20280,1
Uttar Pradesh,2020,5,3,2,2,2,0,3,7,4,5,3,31,59,2,8,36240,1
Meghalaya,2023,5,4,2,3,6,0,2,7,6,6,3,115,58,2,4,29640,0
Rajasthan,2021,5,7,1,5,1,8,4,2,6,2,2,105,48,2,1,660,1
Delhi,2023,5,2,0,2,2,7,5,4,6,2,1,40,32,2,1,32520,1
Mizoram,2022,5,3,1,5,2,8,2,1,6,1,1,35,35,1,7,50400,1
Nagaland,2021,5,2,0,2,2,6,0,4,6,1,4,88,70,2,1,58020,1
Kerala,2022,5,3,0,4,2,4,0,7,6,5,3,62,21,1,1,79920,1
Himachal Pradesh,2020,5,1,1,5,8,5,5,7,6,1,2,61,69,1,7,69540,1
Uttarakhand,2018,5,5,0,1,4,10,2,7,4,1,3,120,29,2,4,71880,1
Uttar Pradesh,2023,5,5,1,1,7,4,1,4,4,6,4,120,20,1,1,22380,1
Mizoram,2020,5,6,2,2,4,9,5,7,6,1,3,120,44,2,8,12840,1
Arunachal Pradesh,2021,5,2,2,3,7,7,5,7,6,1,1,33,63,1,4,19500,0
Nagaland,2020,5,2,2,4,4,6,1,1,4,5,4,106,64,2,7,84960,1
Bihar,2019,5,6,2,4,4,8,0,7,6,2,3,74,33,1,8,23940,1
Delhi,2020,5,3,0,3,7,9,0,4,6,5,4,79,19,1,1,86040,1
Punjab,2022,5,4,1,1,6,7,5,4,5,1,3,69,19,1,7,80700,0
Chandigarh,2022,5,7,0,2,6,1,3,7,4,1,2,73,28,2,4,26100,1
West Bengal,2019,5,5,1,1,7,7,2,2,5,6,4,71,38,1,7,8100,1
Jharkhand,2020,5,7,2,5,1,0,2,4,6,1,1,38,26,2,1,63600,1
Tripura,2019,5,7,2,4,8,2,5,7,5,2,2,97,49,1,4,67680,0
Tamil Nadu,2018,5,6,1,1,4,2,1,4,4,1,4,59,18,2,8,69780,0
Goa,2018,5,5,0,2,1,10,5,1,6,2,2,86,23,1,8,2220,1
Chandigarh,2019,5,3,0,5,8,6,4,2,6,5,1,103,43,1,4,46680,1
Haryana,2020,5,3,1,2,6,8,5,2,6,5,4,113,34,2,1,61920,0
Nagaland,2021,5,4,0,4,8,7,0,7,6,1,1,103,40,2,8,47940,0
Odisha,2021,5,2,2,1,6,1,0,2,4,6,2,41,61,1,7,21120,0
Gujarat,2019,5,3,0,3,4,10,0,2,5,2,1,35,68,1,1,26700,0
Haryana,2020,5,3,2,3,1,3,5,4,4,5,4,38,67,1,4,14340,1
Meghalaya,2021,5,1,1,5,8,3,0,7,6,1,4,42,38,1,8,56340,1
Jammu and Kashmir,2019,5,3,1,5,2,7,2,1,6,2,4,103,43,2,4,50040,1
West Bengal,2018,5,5,1,5,6,2,3,1,5,1,4,31,46,1,8,40260,1
Tripura,2018,5,1,1,4,7,2,3,1,6,5,4,110,50,2,4,71640,0
Goa,2018,5,5,0,3,2,4,2,7,6,2,3,41,47,2,1,62460,1
Arunachal Pradesh,2021,5,7,0,3,7,5,3,7,5,6,4,51,37,1,8,57540,0
West Bengal,2023,5,4,1,5,1,7,4,7,5,6,4,70,49,1,7,65940,1
Gujarat,2020,5,4,1,1,4,2,3,7,4,1,3,42,60,1,1,26460,0
Bihar,2021,5,5,1,2,1,8,0,7,5,6,3,32,60,1,1,54240,1
Himachal Pradesh,2020,5,3,0,2,1,0,2,7,4,2,4,105,40,1,7,79980,0
Haryana,2018,5,7,1,2,1,8,0,7,5,1,3,35,42,1,4,12960,0
Manipur,2022,5,5,1,4,7,8,3,7,6,2,4,64,54,2,4,85920,1
Tamil Nadu,2021,5,7,2,4,7,5,4,7,6,2,3,31,56,1,4,9780,0
Chandigarh,2018,5,7,1,1,8,4,2,7,5,5,1,78,52,1,1,82860,1
Chhattisgarh,2022,5,6,1,2,1,5,4,1,5,6,1,105,32,2,7,18240,0
Goa,2020,5,6,0,2,6,8,4,2,5,6,4,100,30,2,8,22620,1
Himachal Pradesh,2022,5,6,2,4,2,6,1,4,6,5,1,70,33,2,1,15000,0
Tamil Nadu,2020,5,7,2,2,7,1,5,2,6,1,4,73,51,1,4,37140,0
Arunachal Pradesh,2022,5,6,1,2,1,5,4,4,6,2,2,47,37,1,7,22080,1
Delhi,2019,5,2,1,5,7,10,2,1,6,2,3,97,60,1,7,81600,1
Odisha,2021,5,3,0,5,7,10,4,7,6,2,4,57,24,1,4,36120,0
Karnataka,2021,5,5,0,5,8,5,3,1,6,1,2,53,47,2,1,37080,1
Mizoram,2018,5,3,2,2,1,0,5,4,6,5,2,114,53,1,4,48600,1
Nagaland,2019,5,3,2,1,2,3,5,7,4,6,4,34,51,1,4,63180,1
Telangana,2023,5,2,1,1,1,10,3,4,4,2,2,102,33,1,8,58380,0
Puducherry,2021,5,4,2,4,4,3,4,4,6,5,2,103,39,1,4,12360,1
Haryana,2021,5,3,0,4,7,2,2,2,5,5,1,37,49,2,7,52080,0
Puducherry,2020,5,5,1,5,8,7,5,7,6,2,3,54,37,2,1,77400,0
Mizoram,2023,5,4,1,3,1,8,5,7,5,1,3,100,69,2,1,52980,1
Kerala,2022,5,4,2,2,7,9,2,7,4,1,3,96,29,1,7,15900,1
Puducherry,2019,5,4,0,5,2,9,1,4,6,1,4,103,37,2,4,20880,1
Assam,2019,5,5,1,1,7,3,5,2,6,6,1,118,38,2,8,34620,0
Meghalaya,2023,5,5,2,3,7,4,0,7,4,6,2,37,36,1,4,1260,1
Himachal Pradesh,2022,5,4,2,4,4,1,3,7,6,6,1,45,40,1,8,58260,1
Rajasthan,2020,5,4,2,4,2,0,4,7,4,2,1,43,22,1,8,12300,1
Goa,2022,5,6,2,5,8,3,0,4,6,5,3,71,48,1,4,9600,1
Haryana,2022,5,7,1,4,6,2,4,1,4,5,2,60,46,2,4,74400,1
Rajasthan,2019,5,5,2,2,1,5,2,1,4,1,1,67,47,1,8,27540,0
Uttarakhand,2020,5,3,0,5,6,5,0,4,4,6,3,70,70,2,1,41940,1
Goa,2018,5,1,0,4,2,0,5,4,6,5,2,110,70,2,1,35100,1
Chandigarh,2023,5,6,1,3,8,1,2,7,6,5,4,67,36,2,7,71580,0
Haryana,2022,5,2,2,1,6,3,0,7,6,6,3,39,20,1,7,68940,1
Punjab,2019,5,1,2,2,2,5,4,7,5,1,4,43,39,2,4,17880,0
Meghalaya,2023,5,2,2,5,2,3,0,2,4,6,4,43,64,2,8,30540,1
Punjab,2018,5,7,0,3,2,2,1,2,4,5,2,62,38,2,8,18420,0
Haryana,2022,5,2,0,2,8,5,5,4,5,2,3,110,23,2,1,51900,1
Puducherry,2019,5,2,0,3,1,9,4,7,5,5,1,89,43,1,8,11220,0
Tripura,2018,5,7,0,3,8,2,1,1,4,2,1,117,25,2,8,47760,1
Manipur,2023,5,7,0,4,8,7,1,1,4,1,3,59,70,1,1,24120,1
Arunachal Pradesh,2021,5,7,0,3,7,10,2,2,6,1,4,112,33,1,1,61380,1
Delhi,2020,5,1,0,3,7,1,0,1,4,6,3,103,52,2,4,18420,0
Punjab,2018,5,7,1,5,2,1,4,2,5,6,4,32,28,2,1,16020,0
Goa,2019,5,7,2,3,1,6,0,1,6,5,4,80,40,2,4,58680,1
Goa,2018,5,1,2,4,7,6,4,4,5,1,3,71,57,2,4,39780,0
Jharkhand,2019,5,7,1,2,6,4,3,7,6,5,2,62,32,2,8,9120,1
Tamil Nadu,2020,5,5,0,2,1,4,3,2,6,1,1,57,62,1,7,35460,0
Assam,2020,5,7,0,1,8,8,1,4,4,5,1,119,68,2,7,84600,1
Kerala,2023,5,2,1,1,4,8,3,7,6,6,2,119,64,1,4,28140,1
Puducherry,2022,5,1,2,2,8,2,0,7,4,1,4,31,50,1,7,13920,1
Jharkhand,2022,5,6,1,2,1,2,2,4,5,5,4,120,46,2,1,23820,0
Mizoram,2018,5,7,2,1,4,1,1,7,4,6,4,34,29,1,8,8880,0
Uttarakhand,2019,5,2,1,1,6,2,3,4,5,6,1,85,44,1,4,26880,1
Manipur,2022,5,7,2,4,4,7,5,2,6,6,2,98,22,1,4,55440,0
Punjab,2019,5,6,1,5,4,1,2,1,6,5,3,110,18,2,1,29160,0
Puducherry,2019,5,4,2,5,6,2,0,7,4,5,1,86,65,1,8,6660,0
Tripura,2021,5,3,1,4,4,9,1,2,6,2,1,103,58,2,1,53580,0
Telangana,2019,5,6,1,1,8,0,4,1,4,2,2,81,28,2,7,22620,1
Nagaland,2018,5,4,1,3,2,7,1,7,6,2,4,98,47,2,7,25020,0
Bihar,2021,5,2,2,5,6,2,5,2,6,6,1,93,47,2,1,59460,1
Kerala,2020,5,3,1,2,7,9,5,1,5,2,4,53,45,1,4,74040,1
Jammu and Kashmir,2023,5,6,2,2,8,6,4,1,6,2,2,117,30,2,1,69780,0
Mizoram,2018,5,4,0,5,2,0,4,7,6,2,1,112,21,2,7,63540,1
Uttar Pradesh,2019,5,7,2,2,8,10,3,4,5,5,3,56,41,1,8,14820,0
Andhra Pradesh,2022,5,7,2,4,7,4,5,7,5,5,1,92,49,2,8,18540,0
Uttarakhand,2019,5,3,2,5,6,0,4,1,5,2,3,108,34,1,4,1140,0
Puducherry,2020,5,7,2,1,1,2,5,7,5,2,2,75,60,2,4,41520,0
Delhi,2021,5,6,0,5,7,0,4,1,6,2,3,72,54,2,7,19560,0
Arunachal Pradesh,2023,5,6,1,4,8,4,1,7,5,5,1,70,47,2,1,5100,1
Uttarakhand,2018,5,4,2,2,4,4,4,1,4,2,1,79,25,2,4,24120,0
Sikkim,2020,5,3,2,4,8,3,4,7,4,5,4,92,26,1,4,65460,1
Uttar Pradesh,2018,5,6,0,4,7,3,5,4,6,1,2,45,33,2,7,17400,0
Uttar Pradesh,2019,5,1,2,5,7,5,0,1,6,6,4,111,43,1,1,32760,0
Kerala,2021,5,7,2,1,7,1,4,1,5,5,2,116,41,2,7,49980,1
Meghalaya,2020,5,2,0,2,7,0,0,7,4,1,1,39,28,1,1,32220,0
Manipur,2022,5,7,1,4,2,1,3,7,6,2,2,83,42,2,8,34680,1
Sikkim,2023,5,3,2,4,8,6,3,1,5,2,4,104,44,2,8,4020,0
Punjab,2018,5,3,1,5,7,2,1,1,6,1,4,74,45,1,1,20400,0
Tripura,2020,5,4,1,5,2,8,0,7,4,1,3,48,45,1,1,58680,1
Mizoram,2019,5,5,1,1,6,4,1,7,6,1,3,37,60,2,1,14580,0
Himachal Pradesh,2019,5,2,1,5,7,5,0,7,5,5,4,81,43,1,7,58020,1
Arunachal Pradesh,2020,5,7,1,5,2,1,0,4,5,1,2,54,47,2,4,75720,1
Jammu and Kashmir,2018,5,2,2,2,2,8,0,7,5,5,4,34,61,2,1,25260,1
Himachal Pradesh,2021,5,6,2,1,6,5,2,4,6,1,4,105,30,1,8,26280,1
Kerala,2021,5,7,1,4,1,5,5,7,4,6,1,73,58,2,8,83940,0
Andhra Pradesh,2020,5,2,0,4,4,8,1,7,4,5,1,115,44,2,8,23580,0
Maharashtra,2018,5,2,0,5,6,1,1,7,5,5,4,40,57,2,4,33600,1
Gujarat,2018,5,4,0,4,7,0,2,7,6,1,4,107,57,2,8,47220,0
Arunachal Pradesh,2022,5,2,2,4,7,6,3,2,6,6,3,114,48,2,4,63540,1
Rajasthan,2018,5,1,0,5,6,8,5,7,6,5,1,36,68,2,4,28020,1
Nagaland,2020,5,7,1,4,7,1,2,2,4,2,3,57,50,2,1,21780,0
Manipur,2018,5,1,2,3,8,1,3,7,4,5,1,98,40,2,1,28200,1
Gujarat,2020,5,7,1,1,8,6,3,1,6,2,4,41,65,1,7,8040,0
Rajasthan,2023,5,4,1,4,7,7,1,2,5,5,1,86,61,1,1,69960,1
Telangana,2022,5,7,0,3,7,4,0,7,6,1,4,64,27,2,4,79680,1
Kerala,2023,5,4,2,3,8,8,1,7,6,6,2,113,68,1,7,35640,1
Sikkim,2020,5,4,1,5,4,0,4,7,6,2,4,118,52,2,1,36300,1
Jharkhand,2021,5,7,0,5,7,8,4,7,4,2,1,71,39,1,8,28020,0
Punjab,2018,5,5,2,4,6,9,4,7,6,6,3,38,43,1,7,28320,0
Delhi,2018,5,6,2,3,4,5,0,1,4,1,1,31,30,2,1,34140,0
Jharkhand,2022,5,3,2,2,1,9,1,4,4,5,3,95,65,2,7,4080,0
Haryana,2020,5,5,0,3,8,9,2,2,6,2,2,41,70,1,8,5460,1
Kerala,2022,5,4,0,1,7,5,0,2,4,6,4,103,44,2,4,24600,0
Madhya Pradesh,2021,5,3,1,4,6,4,4,4,4,6,4,105,24,1,4,39420,1
Jharkhand,2019,5,3,0,3,2,1,2,1,4,1,1,95,70,1,1,45360,0
Chandigarh,2022,5,2,0,1,7,8,1,7,5,2,1,74,59,1,1,50460,1
Rajasthan,2023,5,6,2,4,6,5,1,7,5,5,2,41,56,2,4,21180,0
Rajasthan,2020,5,7,0,1,1,5,2,7,6,5,2,86,35,2,1,20820,0
Karnataka,2022,5,7,2,1,4,0,0,7,4,2,2,37,59,2,4,46140,0
Delhi,2021,5,3,1,5,7,8,0,4,6,6,3,103,31,2,1,20820,1
Gujarat,2020,5,4,1,5,1,8,1,7,4,1,1,48,68,2,7,47040,1
Chandigarh,2018,5,1,1,4,7,9,3,1,5,6,3,114,26,1,4,60660,1
Telangana,2022,5,2,2,5,4,0,1,2,4,5,2,43,41,2,8,78960,0
Kerala,2019,5,1,1,3,7,8,4,4,6,2,1,82,62,1,7,11400,1
Maharashtra,2023,5,2,0,2,7,7,1,7,6,1,2,32,19,2,1,77820,0
Uttar Pradesh,2018,5,7,0,3,8,1,5,7,6,1,3,109,36,1,7,70320,1
Uttar Pradesh,2021,5,3,1,2,7,1,1,7,5,5,4,48,60,2,1,51960,1
Gujarat,2021,5,2,2,2,8,2,3,4,6,1,3,41,63,2,8,80880,0
Bihar,2018,5,2,2,4,4,10,1,2,4,6,4,100,47,1,1,21360,0
Tripura,2019,5,1,0,5,6,2,5,4,6,5,3,99,57,2,4,76680,1
Uttarakhand,2022,5,5,2,1,4,5,1,4,6,6,1,72,18,2,4,70020,0
Manipur,2021,5,6,2,4,8,9,0,1,6,5,4,65,51,2,4,13020,0
Punjab,2019,5,7,0,1,7,4,1,4,6,1,3,110,62,1,1,64740,0
Haryana,2018,5,3,2,1,1,9,3,2,4,5,4,40,31,1,8,780,0
Rajasthan,2020,5,7,2,2,7,2,5,7,5,6,3,59,52,2,1,12000,0
Gujarat,2018,5,2,2,1,4,5,0,2,6,5,4,75,18,1,7,61800,1
Bihar,2020,5,1,0,2,7,6,2,4,6,6,2,81,63,2,4,65580,0
Odisha,2018,5,4,2,4,7,1,5,2,6,2,2,78,34,1,8,46500,0
Assam,2019,5,2,2,2,6,2,0,4,6,2,2,68,37,1,8,79200,0
Odisha,2021,5,1,1,5,7,5,5,2,4,1,4,48,43,2,1,83160,1
Punjab,2020,5,3,0,4,7,3,5,2,6,6,4,44,18,2,4,18240,1
Manipur,2020,5,6,0,2,2,7,2,7,6,6,1,116,64,2,8,13380,0
Jharkhand,2023,5,2,0,5,7,1,3,7,6,6,3,77,46,1,1,58620,1
Telangana,2019,5,5,1,3,7,4,4,7,6,6,1,54,19,1,8,31140,1
Gujarat,2018,5,6,1,4,7,0,5,4,5,1,2,57,63,2,1,38160,0
Andhra Pradesh,2018,5,6,1,1,7,2,0,7,6,2,1,38,18,1,4,12480,0
Bihar,2021,5,5,2,3,1,3,0,4,6,1,2,106,61,2,7,62160,1
Tamil Nadu,2020,5,4,2,1,4,7,1,7,6,2,4,81,48,2,1,25560,1
Manipur,2022,5,3,1,1,2,0,5,7,6,2,1,50,30,1,1,73380,0
Arunachal Pradesh,2018,5,1,0,2,7,3,3,7,4,6,4,85,47,2,1,59640,0
Goa,2019,5,6,0,4,7,8,0,7,4,6,2,99,25,1,7,47820,1
Gujarat,2019,5,6,0,4,1,5,0,2,4,5,1,33,63,1,8,51360,1
Assam,2021,5,1,2,5,2,2,2,1,6,5,1,85,28,2,4,9000,1
Rajasthan,2018,5,4,0,2,1,7,3,7,4,1,2,43,44,2,8,44460,0
Gujarat,2022,5,3,0,1,6,9,1,2,6,1,1,82,67,1,4,20700,1
Jammu and Kashmir,2021,5,4,0,1,6,5,5,7,5,1,1,93,47,2,1,24960,0
Manipur,2022,5,1,2,2,8,10,3,7,6,1,1,64,66,2,1,63240,0
Manipur,2019,5,1,2,3,2,3,2,7,6,5,3,46,64,2,1,44100,1
Himachal Pradesh,2021,5,2,0,4,7,9,2,7,6,2,1,78,21,1,4,21600,0
Jharkhand,2022,5,4,1,3,4,6,2,1,5,2,4,60,59,2,4,7200,0
Delhi,2020,5,3,2,2,4,2,5,4,4,1,1,58,69,1,7,13440,1
Meghalaya,2020,5,3,1,2,7,8,4,4,6,2,4,75,27,2,7,74040,1
Punjab,2022,5,3,0,3,4,9,2,7,4,1,1,42,60,1,1,74040,0
Jharkhand,2019,5,7,1,5,2,4,4,2,5,6,1,76,46,2,1,84720,0
Telangana,2019,5,3,2,4,8,2,0,2,6,2,4,113,38,1,4,30060,1
Telangana,2020,5,1,1,5,6,7,5,4,6,5,4,69,56,2,8,45060,1
Jammu and Kashmir,2021,5,3,2,4,4,5,1,1,5,2,3,30,62,1,8,81780,0
Rajasthan,2022,5,2,0,2,6,4,4,1,4,5,2,107,24,2,8,15840,0
